Student ID,Gender,Race/Ethnicity,Parental Education,Lunch Type,Test Preparation,Study Time per Week,Daily Sleep Duration,Math Score,Reading Score,Writing Score,School Type,Internet Access
585,male,group E,master degree,standard,False,8.8,6.8,78.0,78.0,60.0,public,True
586,female,group A,some college,free/reduced,False,20.3,7.4,39.0,86.0,73.0,public,True
587,male,group B,associate degree,standard,False,2.8,8.9,69.0,78.0,69.0,public,True
588,female,group C,high school,free/reduced,False,11.8,7.8,60.0,93.0,70.0,private,True
589,female,group C,bachelor degree,standard,False,10.5,8.6,59.0,67.0,67.0,public,True
590,male,group D,bachelor degree,free/reduced,True,7.5,7.0,52.0,55.0,77.0,public,True
591,female,group D,bachelor degree,free/reduced,False,0.0,8.0,85.0,72.0,80.0,public,False
592,female,group C,bachelor degree,standard,False,2.5,8.2,52.0,54.0,90.0,private,True
593,female,group A,associate degree,standard,True,7.0,6.8,80.0,89.0,67.0,public,True
594,female,group E,high school,standard,False,,5.7,66.0,60.0,89.0,public,True
595,female,group B,,standard,False,7.6,7.1,49.0,,72.0,public,True
596,male,group A,bachelor degree,standard,False,5.2,,56.0,68.0,68.0,private,True
597,female,group A,bachelor degree,standard,False,2.8,7.0,62.0,,60.0,public,True
598,male,group B,high school,standard,True,0.0,7.1,47.0,91.0,69.0,public,True
599,female,group B,high school,standard,False,3.5,7.5,79.0,,65.0,private,False
600,female,group D,some college,standard,True,5.3,8.7,58.0,62.0,86.0,public,True
601,female,group C,master degree,standard,False,7.9,7.6,54.0,49.0,76.0,public,True
602,male,group D,master degree,standard,True,10.8,8.4,68.0,84.0,85.0,public,
603,female,group D,high school,free/reduced,True,11.1,10.5,59.0,63.0,,public,True
604,female,group B,associate degree,free/reduced,True,5.4,6.9,69.0,62.0,93.0,public,False
605,male,group E,master degree,standard,True,13.6,7.6,81.0,77.0,,public,True
606,female,group B,some college,free/reduced,True,,7.5,91.0,91.0,81.0,public,True
607,female,group E,bachelor degree,free/reduced,True,7.6,6.0,71.0,92.0,81.0,international,True
608,male,group A,some college,free/reduced,True,3.8,9.5,50.0,77.0,54.0,public,True
609,female,group E,high school,standard,True,2.9,7.7,100.0,64.0,94.0,public,True
610,female,group D,master degree,standard,False,4.5,6.9,72.0,88.0,96.0,private,True
611,female,group B,some college,standard,True,,6.7,100.0,93.0,77.0,public,
612,female,group D,some college,standard,False,17.3,6.4,100.0,53.0,58.0,international,True
613,male,group C,,standard,True,6.3,4.9,67.0,55.0,60.0,public,True
614,male,group D,some college,standard,True,11.4,6.2,98.0,100.0,78.0,public,True
615,female,group A,some college,free/reduced,False,4.4,9.5,72.0,80.0,62.0,public,True
616,female,group C,high school,standard,True,0.8,8.1,70.0,88.0,90.0,private,True
617,female,group C,high school,standard,True,9.9,6.2,66.0,79.0,71.0,public,True
618,male,group E,some college,standard,True,5.9,5.1,72.0,49.0,,public,True
619,female,group D,master degree,standard,True,11.0,6.5,62.0,70.0,75.0,public,True
620,female,group B,associate degree,standard,True,13.8,,60.0,61.0,71.0,public,True
621,male,group A,bachelor degree,standard,True,12.6,7.1,69.0,66.0,74.0,private,True
622,female,group A,bachelor degree,standard,True,6.0,7.6,63.0,85.0,65.0,private,True
623,male,group C,bachelor degree,free/reduced,False,13.6,4.5,73.0,62.0,77.0,private,True
624,female,group B,some college,standard,False,3.0,6.0,65.0,,96.0,international,True
625,female,group C,some college,standard,True,12.8,4.0,60.0,62.0,64.0,public,True
626,female,group C,some college,free/reduced,True,11.7,5.9,69.0,77.0,91.0,public,True
627,female,group D,associate degree,standard,False,20.4,5.5,46.0,100.0,66.0,public,True
628,male,group C,high school,standard,False,0.0,3.1,82.0,58.0,,public,True
629,female,group C,high school,standard,True,3.8,10.9,53.0,71.0,71.0,public,False
630,male,group D,bachelor degree,standard,True,,8.1,71.0,82.0,80.0,international,True
631,male,group C,bachelor degree,free/reduced,False,9.6,6.0,37.0,63.0,84.0,public,True
632,male,group C,,free/reduced,False,8.6,7.7,69.0,75.0,50.0,public,True
633,male,group A,high school,free/reduced,True,7.3,8.7,28.0,65.0,82.0,public,True
634,male,group D,some college,standard,False,7.1,5.0,71.0,72.0,71.0,private,True
635,male,group D,high school,standard,False,13.5,4.8,69.0,84.0,55.0,international,True
636,male,group E,high school,,False,5.7,6.6,60.0,59.0,48.0,public,True
637,female,group C,bachelor degree,standard,False,12.3,5.9,75.0,86.0,78.0,international,True
638,female,group C,associate degree,standard,False,13.9,9.5,69.0,89.0,71.0,public,
639,male,group C,high school,free/reduced,True,16.9,5.7,57.0,74.0,74.0,public,True
640,female,group D,bachelor degree,standard,False,15.7,5.3,58.0,100.0,96.0,public,True
641,male,group B,high school,free/reduced,False,9.0,7.6,62.0,95.0,50.0,public,True
642,female,group C,high school,free/reduced,False,10.8,7.0,76.0,65.0,67.0,public,True
643,male,group A,some college,standard,True,6.6,6.4,94.0,73.0,64.0,public,
644,female,group C,bachelor degree,free/reduced,False,3.0,6.6,58.0,74.0,49.0,public,True
645,male,group D,high school,standard,False,12.1,,64.0,54.0,64.0,public,True
646,female,group C,associate degree,free/reduced,False,4.5,9.4,84.0,75.0,72.0,public,True
647,female,group E,some college,standard,False,11.2,7.7,44.0,73.0,70.0,public,True
648,female,group C,bachelor degree,standard,False,11.0,9.5,91.0,64.0,49.0,public,False
649,male,group D,some college,standard,False,1.0,10.6,56.0,79.0,71.0,public,True
650,female,group A,,free/reduced,True,8.2,8.5,60.0,70.0,79.0,public,True
651,male,group C,bachelor degree,standard,False,8.6,6.7,54.0,74.0,,public,True
652,female,group C,bachelor degree,standard,True,3.9,7.4,71.0,66.0,92.0,private,False
653,male,group A,some college,free/reduced,False,15.3,,87.0,74.0,,public,True
654,male,group A,associate degree,standard,True,6.6,7.0,74.0,65.0,75.0,private,True
655,male,group C,high school,free/reduced,True,6.4,7.3,62.0,83.0,74.0,international,True
656,female,group A,high school,standard,False,4.6,8.9,50.0,79.0,70.0,international,True
657,male,group A,high school,standard,True,15.7,6.0,76.0,74.0,46.0,international,True
658,male,group E,high school,free/reduced,True,4.8,8.0,79.0,43.0,69.0,public,True
659,female,group A,high school,free/reduced,False,9.3,6.8,68.0,80.0,65.0,public,True
660,female,group D,high school,free/reduced,True,4.1,5.1,37.0,,92.0,international,True
661,male,group C,some college,standard,False,16.0,7.0,93.0,,94.0,international,False
662,male,group D,master degree,standard,False,11.6,7.1,89.0,74.0,93.0,public,True
663,female,group E,high school,standard,False,11.1,8.7,26.0,61.0,89.0,public,True
664,female,group E,bachelor degree,free/reduced,True,8.6,7.5,66.0,42.0,67.0,international,True
665,female,group E,some college,standard,False,0.2,6.4,57.0,70.0,79.0,public,True
666,male,group C,some college,standard,False,0.0,9.4,39.0,86.0,90.0,public,True
667,male,group B,bachelor degree,standard,False,10.4,9.2,48.0,76.0,79.0,private,True
668,male,group C,,standard,False,11.6,8.3,54.0,80.0,95.0,public,True
669,female,group E,bachelor degree,free/reduced,False,16.7,8.0,89.0,94.0,89.0,international,True
670,male,group D,high school,standard,False,0.0,8.5,60.0,69.0,66.0,international,True
671,female,group A,high school,standard,True,10.7,7.8,63.0,,67.0,public,True
672,female,group C,associate degree,standard,False,4.5,6.0,73.0,85.0,75.0,public,True
673,female,group A,master degree,standard,True,2.4,,61.0,39.0,65.0,public,True
674,male,group D,master degree,standard,False,7.7,4.6,59.0,74.0,,international,False
675,female,group A,,,False,13.9,4.6,67.0,53.0,70.0,public,True
676,female,group E,high school,standard,False,15.8,7.5,69.0,,64.0,public,True
677,female,group E,high school,free/reduced,True,5.3,7.5,75.0,,55.0,private,True
678,male,group C,high school,standard,False,6.3,5.9,60.0,61.0,45.0,private,True
679,female,group E,bachelor degree,standard,True,1.9,,49.0,66.0,76.0,public,True
680,female,group E,some college,free/reduced,False,8.2,8.3,62.0,72.0,68.0,private,False
681,female,group E,associate degree,standard,True,11.7,7.6,70.0,76.0,45.0,international,False
682,male,group C,high school,standard,False,7.5,9.2,44.0,62.0,100.0,public,True
683,male,group D,bachelor degree,,True,5.9,8.0,51.0,80.0,86.0,private,True
684,male,group B,bachelor degree,standard,False,,7.9,61.0,82.0,84.0,public,False
685,male,group C,associate degree,standard,False,17.1,7.5,69.0,83.0,60.0,public,True
686,female,group E,bachelor degree,standard,False,6.6,7.9,63.0,45.0,93.0,public,True
687,female,group C,associate degree,standard,False,1.1,6.5,49.0,63.0,91.0,public,True
688,male,group B,high school,free/reduced,False,11.1,,82.0,49.0,78.0,private,True
689,male,group D,high school,standard,True,8.6,,87.0,62.0,64.0,public,
690,male,group B,high school,free/reduced,True,17.7,7.1,61.0,76.0,,public,True
691,male,group B,high school,standard,False,6.2,6.4,63.0,74.0,,private,True
692,male,group C,,free/reduced,False,10.2,5.9,72.0,61.0,55.0,public,True
693,male,group C,some college,free/reduced,True,18.2,7.9,64.0,,63.0,public,True
694,male,group A,bachelor degree,free/reduced,False,8.6,9.6,71.0,88.0,73.0,public,True
695,male,group C,bachelor degree,standard,False,4.1,6.1,76.0,97.0,100.0,private,True
696,female,group A,high school,standard,True,16.4,5.9,59.0,100.0,62.0,public,True
697,female,group B,,free/reduced,True,7.3,8.2,86.0,97.0,,public,True
698,male,group C,high school,standard,False,7.5,6.3,64.0,74.0,81.0,public,True
699,male,group B,high school,standard,False,4.8,6.5,49.0,56.0,35.0,international,False
700,female,group A,high school,,True,10.8,5.7,61.0,73.0,69.0,public,False
701,male,group C,,free/reduced,False,5.4,6.3,41.0,60.0,54.0,private,True
702,female,group A,bachelor degree,standard,False,13.8,7.9,78.0,70.0,53.0,public,True
703,female,group B,bachelor degree,free/reduced,False,16.5,8.5,86.0,70.0,82.0,public,True
704,female,group D,bachelor degree,standard,True,20.1,6.3,77.0,75.0,72.0,public,True
705,female,group B,master degree,standard,False,11.8,8.0,46.0,51.0,53.0,public,True
706,female,group D,high school,standard,True,9.7,6.1,41.0,66.0,50.0,public,
707,female,group A,bachelor degree,free/reduced,False,12.3,6.6,76.0,58.0,79.0,private,True
708,male,group C,high school,standard,True,12.6,9.0,75.0,100.0,65.0,public,False
709,male,group C,bachelor degree,free/reduced,False,,7.3,100.0,54.0,87.0,public,False
710,female,group E,high school,standard,False,13.8,9.3,59.0,,67.0,private,False
711,male,group A,associate degree,standard,True,5.6,8.9,89.0,100.0,74.0,public,True
712,male,group E,associate degree,standard,False,12.1,6.6,66.0,59.0,84.0,public,True
713,male,group E,bachelor degree,standard,False,15.8,3.9,67.0,69.0,70.0,public,True
714,male,group B,high school,standard,False,13.3,8.2,77.0,78.0,75.0,public,True
715,female,group B,bachelor degree,free/reduced,True,10.0,8.9,73.0,82.0,37.0,public,True
716,male,group E,associate degree,standard,False,4.1,6.1,65.0,80.0,71.0,public,False
717,female,group D,bachelor degree,standard,True,7.7,7.8,60.0,100.0,99.0,public,False
718,female,group E,,free/reduced,False,11.3,9.7,86.0,70.0,70.0,private,True
719,male,group C,high school,standard,False,5.1,7.4,65.0,43.0,83.0,public,True
720,female,group C,high school,standard,False,1.5,6.0,46.0,72.0,71.0,public,True
721,male,group C,bachelor degree,free/reduced,True,7.5,8.0,92.0,,61.0,public,True
722,female,group D,high school,free/reduced,False,4.8,,40.0,89.0,90.0,public,True
723,female,group C,master degree,free/reduced,False,5.0,7.1,84.0,73.0,79.0,public,True
724,female,group D,bachelor degree,standard,False,15.5,8.5,51.0,95.0,42.0,public,True
725,female,group D,associate degree,free/reduced,False,10.1,8.2,80.0,54.0,79.0,international,True
726,female,group E,some college,standard,True,5.4,5.3,92.0,84.0,67.0,public,True
727,female,group C,bachelor degree,free/reduced,True,,7.7,64.0,76.0,87.0,public,False
728,male,group A,associate degree,standard,True,18.3,3.5,54.0,96.0,79.0,public,False
729,male,group D,high school,standard,False,7.7,5.0,85.0,72.0,84.0,public,True
730,male,group D,associate degree,standard,True,,5.7,72.0,66.0,,public,True
731,female,group D,bachelor degree,standard,False,0.0,8.2,74.0,75.0,90.0,international,True
732,female,group C,associate degree,standard,False,8.4,9.3,47.0,66.0,91.0,public,True
733,female,group C,master degree,free/reduced,False,10.5,5.2,65.0,74.0,100.0,public,True
734,female,group E,some college,standard,False,12.2,6.6,53.0,59.0,81.0,international,True
735,female,group D,,standard,True,18.9,7.0,70.0,92.0,,public,
736,male,group B,high school,free/reduced,False,12.5,9.0,76.0,95.0,72.0,public,True
737,male,group A,associate degree,free/reduced,True,,9.9,79.0,55.0,86.0,international,True
738,male,group B,,standard,True,7.1,,98.0,79.0,62.0,public,False
739,male,group C,high school,free/reduced,False,,6.8,68.0,51.0,42.0,public,True
740,female,group B,,standard,False,,,81.0,70.0,75.0,public,True
741,female,group A,associate degree,standard,True,4.5,,90.0,53.0,83.0,public,True
742,male,group A,bachelor degree,standard,False,11.6,8.5,89.0,77.0,77.0,public,False
743,male,group C,bachelor degree,free/reduced,False,5.7,7.1,74.0,49.0,67.0,private,True
744,male,group C,,free/reduced,False,9.4,7.6,53.0,74.0,73.0,public,True
745,male,group C,bachelor degree,standard,False,4.3,7.2,82.0,61.0,55.0,private,True
746,female,group E,bachelor degree,standard,False,,7.5,74.0,98.0,72.0,public,True
747,female,group C,some college,standard,True,1.6,5.9,70.0,72.0,70.0,private,True
748,male,group A,bachelor degree,standard,False,13.1,6.4,67.0,77.0,72.0,public,True
749,male,group A,associate degree,,True,1.0,5.1,73.0,96.0,62.0,private,True
750,female,group E,,standard,True,8.7,5.0,72.0,,50.0,international,True
751,female,group B,associate degree,standard,False,11.8,,82.0,38.0,60.0,public,True
752,female,group D,bachelor degree,standard,False,19.3,6.7,64.0,64.0,72.0,public,True
753,male,group A,high school,standard,True,9.7,6.3,91.0,77.0,91.0,public,True
754,male,group E,associate degree,free/reduced,False,15.7,7.6,96.0,67.0,60.0,public,True
755,female,group C,some college,free/reduced,False,,9.1,88.0,54.0,64.0,private,True
756,female,group C,associate degree,standard,False,7.7,8.9,83.0,,73.0,public,True
757,male,group B,,free/reduced,False,10.4,6.2,71.0,77.0,57.0,public,True
758,male,group E,associate degree,free/reduced,False,15.1,9.5,69.0,,67.0,private,True
759,female,group C,high school,standard,True,10.4,6.0,92.0,93.0,76.0,public,True
760,male,group D,high school,free/reduced,True,0.0,5.7,87.0,63.0,73.0,public,True
761,male,group A,master degree,free/reduced,True,9.6,7.2,69.0,84.0,77.0,private,True
762,male,group E,,standard,True,13.9,8.5,85.0,80.0,79.0,international,True
763,male,group B,high school,standard,False,12.1,7.6,86.0,65.0,89.0,private,True
764,female,group D,some college,standard,True,20.3,,75.0,86.0,56.0,public,True
765,female,group E,associate degree,standard,True,,5.0,53.0,,64.0,public,True
766,female,group C,associate degree,standard,False,3.8,5.3,84.0,63.0,68.0,public,True
767,male,group D,bachelor degree,standard,True,0.6,7.3,60.0,96.0,79.0,public,True
768,female,group E,,standard,True,6.5,6.6,75.0,82.0,63.0,public,True
769,female,group D,master degree,standard,False,16.5,7.7,60.0,63.0,84.0,public,True
770,female,group B,some college,standard,False,17.1,6.7,58.0,61.0,78.0,public,True
771,female,group D,,standard,True,12.1,6.2,76.0,,81.0,public,True
772,male,group B,bachelor degree,free/reduced,False,20.3,5.7,64.0,86.0,64.0,public,True
773,male,group D,,free/reduced,False,6.6,7.4,66.0,85.0,,private,False
774,male,group C,some college,standard,True,13.2,7.4,55.0,80.0,,international,True
775,male,group B,bachelor degree,free/reduced,True,15.9,7.7,79.0,66.0,69.0,public,True
776,male,group C,some college,standard,False,10.7,5.6,71.0,83.0,48.0,public,False
777,female,group E,some college,standard,True,3.2,7.2,52.0,59.0,65.0,public,True
778,female,group B,some college,free/reduced,True,,4.5,64.0,66.0,52.0,private,True
779,male,group D,associate degree,standard,True,16.9,,79.0,73.0,51.0,private,True
780,female,group B,master degree,free/reduced,False,9.1,7.8,71.0,47.0,64.0,public,True
781,male,group C,bachelor degree,free/reduced,False,14.4,7.7,100.0,76.0,74.0,public,True
782,female,group E,some college,standard,False,12.3,5.6,62.0,80.0,64.0,private,True
783,female,group B,high school,free/reduced,False,8.4,7.6,76.0,41.0,65.0,public,False
784,male,group B,some college,free/reduced,False,7.7,7.7,48.0,85.0,86.0,international,True
785,male,group C,high school,free/reduced,True,1.3,7.7,98.0,72.0,83.0,public,True
786,male,group C,associate degree,standard,True,13.2,5.8,89.0,98.0,61.0,public,True
787,male,group B,associate degree,standard,False,6.6,6.7,78.0,59.0,76.0,public,
788,female,group D,high school,standard,True,13.7,,85.0,46.0,65.0,public,True
789,female,group A,high school,free/reduced,False,11.8,6.7,55.0,72.0,63.0,public,True
790,male,group A,associate degree,standard,False,13.0,10.3,94.0,67.0,66.0,private,True
791,female,group A,bachelor degree,free/reduced,False,0.0,7.3,78.0,78.0,66.0,public,True
792,male,group C,master degree,standard,True,10.0,7.9,62.0,70.0,60.0,public,True
793,male,group C,associate degree,standard,True,12.3,7.8,60.0,56.0,60.0,public,True
794,female,group C,high school,standard,False,6.6,,78.0,73.0,78.0,public,
795,female,group E,,standard,False,11.4,4.6,100.0,85.0,54.0,international,True
796,male,group B,,standard,False,15.8,6.5,58.0,60.0,76.0,public,True
797,female,group C,associate degree,standard,True,9.8,,58.0,79.0,59.0,public,True
798,female,group C,high school,standard,True,3.8,8.0,61.0,68.0,58.0,public,True
799,male,group B,high school,free/reduced,False,8.3,5.5,82.0,61.0,63.0,public,
800,male,group B,some college,free/reduced,False,11.7,6.5,79.0,67.0,68.0,private,True
801,female,group B,some college,standard,False,10.9,5.9,92.0,46.0,75.0,public,
802,male,group A,master degree,free/reduced,False,7.8,6.1,72.0,73.0,76.0,public,True
803,female,group B,master degree,standard,True,4.9,9.1,64.0,40.0,69.0,international,True
804,male,group E,some college,standard,False,17.2,,48.0,65.0,51.0,public,True
805,female,group A,high school,standard,False,,6.8,67.0,55.0,66.0,public,True
806,male,group E,,standard,True,,8.2,70.0,85.0,62.0,public,True
807,male,group E,some college,free/reduced,False,14.0,6.9,94.0,100.0,,public,True
808,male,group C,master degree,standard,True,11.3,,57.0,59.0,59.0,public,True
809,male,group C,associate degree,standard,True,14.4,10.3,70.0,87.0,,public,True
810,male,group E,,standard,False,7.5,5.4,71.0,53.0,70.0,public,True
811,female,group C,associate degree,standard,True,3.8,6.1,72.0,86.0,32.0,public,True
812,female,group B,associate degree,standard,True,11.4,7.3,73.0,75.0,50.0,public,True
813,female,group A,bachelor degree,standard,False,6.7,9.6,80.0,62.0,61.0,public,True
814,female,group C,high school,free/reduced,True,5.0,,83.0,78.0,72.0,international,True
815,female,group E,,standard,True,0.8,,73.0,44.0,53.0,international,True
816,female,group E,,standard,True,11.4,10.8,68.0,72.0,66.0,public,True
817,female,group D,bachelor degree,standard,False,,5.7,81.0,86.0,57.0,public,True
818,male,group C,high school,standard,True,14.2,7.0,51.0,70.0,71.0,public,True
819,male,group E,,standard,False,12.0,6.5,72.0,62.0,61.0,international,True
820,female,group B,associate degree,standard,False,14.8,8.5,68.0,98.0,83.0,public,True
821,female,group A,some college,standard,True,14.1,9.7,93.0,67.0,76.0,private,True
822,male,group A,high school,standard,True,13.8,,91.0,69.0,70.0,public,False
823,male,group E,some college,standard,True,6.8,5.6,51.0,100.0,68.0,public,True
824,male,group C,high school,standard,False,7.2,6.7,73.0,85.0,88.0,public,True
825,female,group E,some college,standard,True,20.2,5.3,59.0,78.0,64.0,public,True
826,female,group D,master degree,free/reduced,True,,6.1,75.0,60.0,26.0,public,True
827,male,group D,some college,free/reduced,False,7.7,5.9,81.0,65.0,61.0,public,True
828,female,group D,bachelor degree,standard,True,,5.2,63.0,82.0,84.0,international,True
829,male,group A,high school,standard,False,4.0,7.3,70.0,70.0,79.0,public,
830,female,group A,high school,standard,True,17.0,8.3,77.0,74.0,81.0,private,True
831,female,group E,high school,standard,False,22.1,9.5,65.0,66.0,61.0,public,True
832,male,group A,bachelor degree,standard,False,4.0,7.8,59.0,74.0,74.0,public,
833,male,group A,bachelor degree,standard,True,16.4,8.0,53.0,80.0,61.0,public,True
834,male,group B,bachelor degree,,True,9.2,9.1,94.0,67.0,98.0,international,False
835,male,group C,high school,standard,False,10.3,,76.0,69.0,,public,True
836,male,group B,some college,free/reduced,False,,6.3,68.0,90.0,67.0,public,True
837,female,group D,high school,standard,False,3.9,6.4,78.0,,89.0,public,True
838,female,group B,bachelor degree,standard,True,17.9,5.9,82.0,74.0,81.0,private,True
839,female,group A,bachelor degree,free/reduced,False,18.1,6.9,97.0,72.0,59.0,private,False
840,male,group B,high school,standard,True,12.4,8.1,69.0,89.0,67.0,public,True
841,male,group C,,standard,False,5.9,6.8,99.0,56.0,73.0,public,True
842,female,group C,high school,standard,False,4.3,6.4,100.0,65.0,61.0,public,True
843,female,group C,bachelor degree,,False,4.2,9.4,82.0,73.0,89.0,public,True
844,male,group B,bachelor degree,standard,False,8.0,8.7,77.0,76.0,55.0,international,True
845,male,group C,,standard,True,4.9,7.3,80.0,76.0,95.0,public,True
846,female,group B,bachelor degree,free/reduced,False,7.5,5.7,84.0,71.0,71.0,public,True
847,female,group B,associate degree,standard,True,9.5,,77.0,68.0,70.0,public,True
848,female,group A,high school,free/reduced,False,9.2,5.2,74.0,71.0,90.0,public,False
849,male,group E,high school,standard,True,8.6,8.1,57.0,70.0,80.0,public,True
850,female,group E,bachelor degree,free/reduced,False,15.1,5.9,78.0,55.0,,international,True
851,female,group A,,standard,False,9.0,6.4,77.0,61.0,77.0,public,True
852,male,group C,high school,standard,False,8.9,7.3,63.0,,88.0,public,True
853,male,group E,high school,standard,True,,9.0,41.0,68.0,67.0,public,True
854,female,group B,bachelor degree,standard,False,4.4,8.6,68.0,69.0,73.0,public,True
855,female,group D,high school,standard,False,19.9,9.8,69.0,67.0,91.0,public,True
856,female,group B,,,False,12.7,6.9,59.0,68.0,80.0,public,True
857,female,group C,some college,free/reduced,False,9.9,7.1,70.0,,88.0,public,False
858,male,group D,associate degree,standard,True,8.8,,52.0,64.0,87.0,public,True
859,male,group A,associate degree,free/reduced,True,13.9,5.3,45.0,100.0,89.0,public,True
860,male,group C,high school,standard,False,,6.2,54.0,70.0,83.0,public,True
861,female,group B,some college,standard,True,10.5,6.5,73.0,70.0,71.0,public,True
862,female,group E,some college,standard,False,5.1,7.9,57.0,63.0,96.0,public,True
863,male,group C,associate degree,standard,True,12.8,7.8,65.0,78.0,86.0,international,False
864,male,group C,some college,standard,True,9.4,5.5,56.0,80.0,57.0,public,True
865,female,group C,,free/reduced,False,0.5,7.5,84.0,,87.0,international,True
866,female,group A,high school,standard,True,8.3,6.5,61.0,60.0,40.0,public,True
867,female,group C,bachelor degree,standard,False,11.2,6.6,57.0,,73.0,public,True
868,male,group D,bachelor degree,free/reduced,True,8.5,,72.0,71.0,79.0,private,True
869,female,group C,high school,free/reduced,False,16.0,6.7,28.0,81.0,84.0,public,True
870,female,group E,high school,standard,False,11.4,4.0,80.0,57.0,48.0,private,False
871,male,group D,master degree,standard,False,10.5,7.4,69.0,80.0,59.0,private,True
872,male,group C,high school,standard,False,9.4,8.8,46.0,,63.0,public,True
873,male,group A,high school,free/reduced,True,3.8,5.8,66.0,66.0,52.0,public,True
874,male,group D,high school,free/reduced,False,13.3,7.7,66.0,50.0,100.0,public,True
875,female,group D,bachelor degree,standard,False,9.8,3.4,75.0,60.0,77.0,public,True
876,female,group E,high school,,True,2.7,9.0,80.0,63.0,60.0,public,False
877,male,group B,high school,,False,8.1,6.0,85.0,75.0,81.0,public,True
878,male,group B,associate degree,standard,True,9.3,8.8,91.0,,67.0,public,True
879,male,group A,bachelor degree,free/reduced,False,10.3,8.5,90.0,60.0,59.0,international,True
880,female,group B,associate degree,free/reduced,True,12.4,8.5,81.0,59.0,72.0,public,True
881,male,group D,high school,free/reduced,True,14.7,6.8,70.0,59.0,74.0,public,True
882,male,group C,master degree,standard,True,9.9,7.3,84.0,75.0,84.0,international,True
883,male,group D,bachelor degree,free/reduced,True,15.3,8.6,46.0,55.0,69.0,public,True
884,male,group B,high school,free/reduced,True,,7.8,80.0,79.0,64.0,public,True
885,male,group A,associate degree,free/reduced,False,9.5,5.6,65.0,76.0,75.0,public,True
886,female,group E,associate degree,,True,5.3,6.6,100.0,63.0,80.0,public,True
887,male,group A,high school,free/reduced,True,4.1,8.2,81.0,,62.0,public,True
888,male,group E,bachelor degree,standard,False,7.5,6.7,83.0,71.0,93.0,private,True
889,female,group B,associate degree,free/reduced,False,16.0,6.2,88.0,42.0,97.0,public,True
890,female,group D,associate degree,standard,True,11.9,7.3,86.0,43.0,55.0,international,True
891,male,group E,bachelor degree,free/reduced,True,17.1,7.3,63.0,44.0,71.0,private,True
892,male,group C,associate degree,standard,False,5.3,7.7,38.0,68.0,89.0,private,True
893,male,group D,master degree,standard,False,6.2,6.4,93.0,64.0,85.0,public,
894,male,group E,high school,standard,False,19.6,7.7,61.0,,60.0,public,True
895,female,group B,master degree,standard,True,,8.4,80.0,93.0,57.0,private,True
896,male,group E,some college,standard,True,13.2,9.9,59.0,74.0,52.0,private,True
897,male,group E,associate degree,standard,True,6.1,7.7,90.0,69.0,57.0,international,True
898,male,group B,,standard,False,2.9,7.5,82.0,58.0,73.0,private,True
899,female,group B,high school,standard,False,14.0,8.7,66.0,80.0,60.0,public,True
900,male,group B,some college,free/reduced,False,4.4,6.4,91.0,,49.0,public,True
901,female,group E,associate degree,free/reduced,True,1.3,6.1,41.0,97.0,75.0,public,True
902,female,group C,high school,standard,False,0.4,7.4,69.0,60.0,65.0,international,True
903,female,group A,associate degree,free/reduced,False,9.1,9.6,77.0,,64.0,public,True
904,male,group B,high school,standard,True,11.3,6.8,100.0,54.0,61.0,public,
905,male,group A,some college,standard,True,,7.1,56.0,67.0,58.0,public,False
906,female,group D,bachelor degree,standard,True,5.9,5.7,77.0,56.0,48.0,public,True
907,male,group D,high school,free/reduced,False,8.9,5.5,55.0,79.0,58.0,international,True
908,female,group A,associate degree,standard,False,12.9,5.4,64.0,56.0,,international,True
909,male,group A,some college,free/reduced,False,8.5,10.0,36.0,69.0,75.0,private,True
910,male,group C,bachelor degree,free/reduced,False,3.8,8.6,77.0,,78.0,public,True
911,male,group E,associate degree,standard,False,8.8,8.1,68.0,75.0,76.0,public,True
912,male,group B,high school,free/reduced,False,0.0,,74.0,86.0,48.0,international,False
913,male,group D,bachelor degree,free/reduced,True,8.3,9.2,73.0,64.0,89.0,public,True
914,female,group C,bachelor degree,standard,True,17.1,5.8,67.0,82.0,66.0,public,True
915,female,group C,some college,standard,True,5.0,7.8,71.0,78.0,,public,True
916,male,group C,associate degree,standard,False,8.9,7.4,62.0,81.0,64.0,public,True
917,female,group A,bachelor degree,standard,False,11.5,6.3,79.0,65.0,81.0,public,True
918,male,group A,master degree,,True,16.6,5.4,87.0,,96.0,private,True
919,female,group C,high school,standard,True,15.9,9.0,73.0,85.0,53.0,international,True
920,male,group B,bachelor degree,,False,,6.4,74.0,83.0,93.0,international,True
921,female,group D,high school,standard,True,11.1,7.1,100.0,79.0,77.0,international,True
922,male,group C,master degree,standard,False,13.6,8.4,71.0,82.0,71.0,public,True
923,male,group D,some college,free/reduced,False,10.3,4.8,66.0,82.0,75.0,public,True
924,male,group D,associate degree,standard,True,6.5,6.6,94.0,78.0,69.0,private,True
925,male,group E,high school,standard,False,14.8,8.2,57.0,80.0,57.0,public,True
926,female,group A,master degree,free/reduced,True,12.1,8.2,52.0,82.0,74.0,public,False
927,male,group C,some college,standard,True,8.8,4.9,55.0,87.0,75.0,public,True
928,female,group B,bachelor degree,standard,False,8.9,6.7,62.0,64.0,,public,False
929,male,group D,some college,,True,,8.9,52.0,67.0,69.0,private,True
930,female,group A,high school,free/reduced,True,16.0,8.9,67.0,67.0,91.0,private,False
931,female,group E,high school,standard,True,15.9,6.6,73.0,56.0,80.0,private,True
932,male,group A,high school,standard,False,,7.3,58.0,72.0,100.0,private,True
